Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations quantitatives,Type de données,DP conditionnel ou alternatif
S1-16-97b,S1,S1-16,Métriques de rémunération (écart de rémunération et rémunération totale),97 b,AR 101,Ratio de la rémunération totale annuelle,Quel est le ratio de la rémunération totale annuelle ?,,Pourcentage,
S1-16-98-1,S1,S1-16,Métriques de rémunération (écart de rémunération et rémunération totale),98,,Écart de rémunération entre les sexes par catégorie d'employés et/ou par pays/segment [tableau],Veuillez fournir l'écart de rémunération entre les sexes par catégorie d'employés et/ou par pays/segment. [tableau],,Tableau/numérique,
S1-16-98-2,S1,S1-16,Métriques de rémunération (écart de rémunération et rémunération totale),98,,Écart de rémunération entre les sexes par salaire de base ordinaire et composants complémentaires/variables,Quel est l'écart de rémunération entre les sexes par salaire de base ordinaire et composants complémentaires/variables ?,,Tableau/numérique,
S1-16-99-1,S1,S1-16,Métriques de rémunération (écart de rémunération et rémunération totale),99,,Ratio de rémunération ajusté pour les différences de pouvoir d'achat entre les pays,Quel est le ratio de rémunération ajusté pour les différences de pouvoir d'achat entre les pays ?,,Pourcentage,
S1-17-103a-1,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",103 a,,Nombre d'incidents de discrimination [tableau],Combien d'incidents de discrimination avez-vous recensé ? [tableau],,Tableau I,
S1-17-103a-2,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",103 a ,AR 103- AR 106,Nombre d'incidents de discrimination,Combien d'incidents de discrimination avez-vous recensé ?,,Tableau I/Entier,
S1-17-103b-1,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",103 b,AR 103- AR 106,Nombre de plaintes déposées par le biais des canaux,Combien de plaintes ont été déposées par le biais des canaux ?,,Entier,
S1-17-103b-2,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",103 b,AR 103- AR 106,Nombre de plaintes déposées auprès des Points de Contact Nationaux pour les Entreprises Multinationales de l'OCDE,Combien de plaintes ont été déposées auprès des Points de Contact Nationaux pour les Entreprises Multinationales de l'OCDE ?,,Entier,Conditionnel
S1-17-103c-1,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",103 c,AR 103- AR 106,"Montant des amendes, pénalités et indemnités matérielles en raison de violations concernant les facteurs sociaux et les droits de l'homme","Quel est le montant des amendes, pénalités et indemnités matérielles en raison de violations concernant les facteurs sociaux et les droits de l'homme ?",,Monétaire,
S1-17-104a-1,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",104 a,AR 105,Nombre de problèmes graves de droits de l'homme et d'incidents liés à sa propre main-d'œuvre,Combien de problèmes graves de droits de l'homme et d'incidents liés à votre propre main-d'œuvre avez-vous recensé ?,,Entier,
S1-17-104a-2,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",104 a,AR 105,Nombre de problèmes graves de droits de l'homme et d'incidents liés à sa propre main-d'œuvre qui sont des cas de non-respect des Principes directeurs des Nations Unies et des Lignes directrices de l'OCDE pour les Entreprises Multinationales,Combien de problèmes graves de droits de l'homme et d'incidents liés à votre propre main-d'œuvre sont des cas de non-respect des Principes directeurs des Nations Unies et des Lignes directrices de l'OCDE pour les Entreprises Multinationales ?,,Entier,
S1-17-104b-1,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",104 b,AR 103- AR 106,"Montant des amendes, pénalités et indemnités matérielles pour des problèmes graves de droits de l'homme et des incidents liés à sa propre main-d'œuvre","Quel est le montant des amendes, pénalités et indemnités matérielles pour des problèmes graves de droits de l'homme et des incidents liés à votre propre main-d'œuvre ?",,Monétaire,
S1-17-AR106,S1,S1-17,"Cas, plaintes et incidences graves en matière de droits de l'homme",AR 106,,Nombre de cas graves de droits de l'homme où l'entreprise a joué un rôle pour obtenir un recours pour les personnes affectées,Combien de cas graves de droits de l'homme avez-vous recensé où l'entreprise a joué un rôle pour obtenir un recours pour les personnes affectées ?,,Entier,
S4-3-AR23,S4,S4-3,"Procédures visant à remédier aux inciences négatives et canaux permettant aux consommateurs et utilisateurs finals, et efficacité de ces actions ",AR 23,,Nombre de plaintes reçues des consommateurs et/ou utilisateurs finaux pendant la période de reporting,Combien de plaintes avez-vous reçues des consommateurs et/ou utilisateurs finaux pendant la période de reporting ?,,Entier,
G1-3-21b,G1,G1-3,Prévention et détection de la corruption et des pots-de-vin ,21 b,AR 4,Pourcentage des fonctions à risque couvertes par les programmes de formation,Quel pourcentage des fonctions à risque est couvert par les programmes de formation dans votre entreprise ?,,Pourcentage,
G1-4-24a-1,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,24 a,,Nombre de condamnations pour violation des lois anti-corruption et anti-pot-de-vin,Combien de condamnations pour violation des lois anti-corruption et anti-pot-de-vin votre entreprise a-t-elle enregistrées ?,,Entier,
G1-4-24a-2,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,24 a,,Montant des amendes pour violation des lois anti-corruption et anti-pot-de-vin,Quel est le montant des amendes pour violation des lois anti-corruption et anti-pot-de-vin dans votre entreprise ?,,Monétaire,
G1-4-24b,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,AR 8,,Prévention et détection de la corruption ou de la fraude - tableau de formation anti-corruption et anti-fraude,"Pourriez-vous fournir des informations sur les formations anti-corruption et anti-fraude dispensées dans votre entreprise, en incluant le nombre de participants et la fréquence des sessions ?",,Table,
G1-4-25a-1,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,25 a,,Nombre d'incidents confirmés de corruption ou de pot-de-vin,Combien d'incidents confirmés de corruption ou de pot-de-vin ont été enregistrés dans votre entreprise ?,,Entier,
G1-4-25a-2,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,25 a,,Informations sur la nature des incidents confirmés de corruption ou de pot-de-vin,Quelle est la nature des incidents confirmés de corruption ou de pot-de-vin dans votre entreprise ?,,narratif,
G1-4-25b,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,25 b,,Nombre d'incidents confirmés dans lesquels des travailleurs de l'entreprise ont été licenciés ou sanctionnés pour des incidents liés à la corruption ou aux pots-de-vin,Combien d'incidents confirmés ont conduit au licenciement ou à la sanction de travailleurs de votre entreprise pour des incidents liés à la corruption ou aux pots-de-vin ?,,Entier,
G1-4-25c,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,25 c,,Nombre d'incidents confirmés concernant des contrats avec des partenaires commerciaux qui ont été résiliés ou non renouvelés en raison de violations liées à la corruption ou aux pots-de-vin,Combien d'incidents confirmés ont entraîné la résiliation ou le non-renouvellement de contrats avec des partenaires commerciaux en raison de violations liées à la corruption ou aux pots-de-vin ?,,Entier,
G1-4-25d,G1,G1-4,Cas avérés de corruption ou versements avérés de pots-de-vin ,25 d,,"Informations sur les détails des affaires judiciaires publiques concernant la corruption ou les pots-de-vin intentées contre l'entreprise et ses propres travailleurs, ainsi que sur les résultats de ces affaires","Quels sont les détails des affaires judiciaires publiques concernant la corruption ou les pots-de-vin intentées contre votre entreprise et ses propres travailleurs, ainsi que les résultats de ces affaires ?",,narratif,
G1-5-29bi-1,G1,G1-5,Influence politique et activités de lobbying ,29 b i,AR 9,Contributions politiques financières effectuées,Quelles contributions politiques financières ont été effectuées par votre entreprise ?,,Monétaire,
G1-5-AR12a,G1,G1-5,Influence politique et activités de lobbying ,AR 12 a,,Montant des dépenses internes et externes de lobbying,Quel est le montant des dépenses internes et externes de lobbying dans votre entreprise ?,,Monétaire,
G1-5-AR12b,G1,G1-5,Influence politique et activités de lobbying ,AR 12 b,,Montant payé pour l'adhésion à des associations de lobbying,Quel est le montant payé par votre entreprise pour l'adhésion à des associations de lobbying ?,,Monétaire,
G1-5-29bi-2,G1,G1-5,Influence politique et activités de lobbying ,29 b i,AR 9,Contributions politiques en nature effectuées,Quelles contributions politiques en nature ont été effectuées par votre entreprise ?,,Monétaire,
G1-5-29bii-2,G1,G1-5,Influence politique et activités de lobbying ,29 b (ii),,Contributions politiques financières et en nature effectuées [tableau],Pouvez-vous fournir un tableau des contributions politiques financières et en nature effectuées par votre entreprise ?,,Tableau,Conditionnel
G1-6-33a,G1,G1-6,Pratiques en matière de paiement ,33 a,,Nombre moyen de jours pour payer une facture à partir de la date à laquelle le terme contractuel ou légal de paiement commence à être calculé,Quel est le nombre moyen de jours pour payer une facture à partir de la date à laquelle le terme contractuel ou légal de paiement commence à être calculé ?,,Entier,
G1-6-33b-2,G1,G1-6,Pratiques en matière de paiement ,33 b,,Pourcentage de paiements alignés sur les conditions de paiement standard,Quel est le pourcentage de paiements alignés sur les conditions de paiement standard dans votre entreprise ?,,Pourcentage,
G1-6-33c,G1,G1-6,Pratiques en matière de paiement ,33 c,,Nombre de procédures judiciaires en cours pour retards de paiement,Combien de procédures judiciaires en cours pour retards de paiement sont enregistrées dans votre entreprise ?,,Entier,
