Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations qualitatives,Type de données,DP conditionnel ou alternatif
S2-3-AR24,S2,S2-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux travailleurs de la chaîne de valeur de faire part de leurs préoccupations,AR 24,,Les mécanismes tiers sont accessibles à tous les travailleurs,Les mécanismes tiers sont-ils accessibles à tous les travailleurs ?,,semi-narratif,
S2-3-AR25-1,S2,S2-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux travailleurs de la chaîne de valeur de faire part de leurs préoccupations,AR 25,,Les griefs sont traités de manière confidentielle et dans le respect des droits à la vie privée et à la protection des données,Les griefs sont-ils traités de manière confidentielle et dans le respect des droits à la vie privée et à la protection des données ?,,semi-narratif,
S2-3-AR25-2,S2,S2-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux travailleurs de la chaîne de valeur de faire part de leurs préoccupations,AR 25,,Les travailleurs de la chaîne de valeur sont autorisés à utiliser anonymement les canaux pour exprimer des préoccupations ou des besoins,Les travailleurs de la chaîne de valeur sont-ils autorisés à utiliser anonymement les canaux pour exprimer des préoccupations ou des besoins ?,,semi-narratif,
S2-4-32a,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",32 a ,AR 38,"Description de l'action planifiée ou en cours pour prévenir, atténuer ou remédier aux impacts négatifs matériels sur les travailleurs de la chaîne de valeur","Quelle action planifiée ou en cours avez-vous pour prévenir, atténuer ou remédier aux impacts négatifs matériels sur les travailleurs de la chaîne de valeur ?",,narratif,
S2-4-32b,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",32 b,,Description de la manière dont une action est prise pour fournir ou permettre un recours en relation avec un impact matériel réel,Comment une action est-elle prise pour fournir ou permettre un recours en relation avec un impact matériel réel ?,,narratif,
S2-4-32c,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",32 c,AR 39,Description des initiatives ou processus supplémentaires ayant pour objectif principal de générer des impacts positifs pour les travailleurs de la chaîne de valeur,Quelles initiatives ou processus supplémentaires avez-vous dont l'objectif principal est de générer des impacts positifs pour les travailleurs de la chaîne de valeur ?,,narratif,
S2-4-32d,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",32 d,AR 33- AR 35,Description de la manière dont l'efficacité des actions ou des initiatives pour obtenir des résultats pour les travailleurs de la chaîne de valeur est suivie et évaluée,Comment l'efficacité des actions ou des initiatives pour obtenir des résultats pour les travailleurs de la chaîne de valeur est-elle suivie et évaluée ?,,narratif,
S2-4-33a,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",33 a,AR 29,Description des processus pour identifier les actions nécessaires et appropriées en réponse à un impact matériel réel ou potentiel sur les travailleurs de la chaîne de valeur,Quels sont les processus pour identifier les actions nécessaires et appropriées en réponse à un impact matériel réel ou potentiel sur les travailleurs de la chaîne de valeur ?,,narratif,
S2-4-33b,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",33 b,,Description de l'approche pour prendre des mesures en relation avec des impacts matériels spécifiques sur les travailleurs de la chaîne de valeur,Quelle est votre approche pour prendre des mesures en relation avec des impacts matériels spécifiques sur les travailleurs de la chaîne de valeur ?,,narratif,
S2-4-33c,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",33 c,,Description de l'approche pour garantir que les processus pour fournir ou permettre un recours en cas d'impacts négatifs matériels sur les travailleurs de la chaîne de valeur sont disponibles et efficaces dans leur mise en œuvre et leurs résultats,Comment garantissez-vous que les processus pour fournir ou permettre un recours en cas d'impacts négatifs matériels sur les travailleurs de la chaîne de valeur sont disponibles et efficaces dans leur mise en œuvre et leurs résultats ?,,narratif,
S2-4-34a,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",34 a,"AR 40-41, AR 43",Description des actions planifiées ou en cours pour atténuer les risques matériels découlant des impacts et des dépendances sur les travailleurs de la chaîne de valeur et de la manière dont l'efficacité est suivie,Quelles actions planifiées ou en cours avez-vous pour atténuer les risques matériels découlant des impacts et des dépendances sur les travailleurs de la chaîne de valeur et comment leur efficacité est-elle suivie ?,,narratif,
S2-4-34b,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",34 b,,Description des actions planifiées ou en cours pour poursuivre les opportunités matérielles en relation avec les travailleurs de la chaîne de valeur,Quelles actions planifiées ou en cours avez-vous pour poursuivre les opportunités matérielles en relation avec les travailleurs de la chaîne de valeur ?,,narratif,
S2-4-35,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",35,AR 32,Divulgation de la manière dont il est assuré que ses propres pratiques ne causent pas ou ne contribuent pas à des impacts négatifs matériels sur les travailleurs de la chaîne de valeur,Comment assurez-vous que vos propres pratiques ne causent pas ou ne contribuent pas à des impacts négatifs matériels sur les travailleurs de la chaîne de valeur ?,,narratif,
S2-4-36,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",36,,Divulgation des graves problèmes de droits de l'homme et des incidents liés à la chaîne de valeur en amont et en aval,Quels graves problèmes de droits de l'homme et incidents liés à la chaîne de valeur en amont et en aval divulguez-vous ?,,narratif,
S2-4-38,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",38,,Divulgation des ressources allouées à la gestion des impacts matériels,Quelles ressources allouez-vous à la gestion des impacts matériels ?,,narratif,
S2-4-AR30,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",AR 30,,Divulgation de si et comment l'entreprise cherche à utiliser son influence avec les relations commerciales pertinentes pour gérer les impacts négatifs matériels affectant les travailleurs de la chaîne de valeur,Comment votre entreprise cherche-t-elle à utiliser son influence avec les relations commerciales pertinentes pour gérer les impacts négatifs matériels affectant les travailleurs de la chaîne de valeur ?,,narratif,
S2-4-AR31,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",AR 31,,Divulgation de la manière dont la participation à des initiatives sectorielles ou multipartites et l'implication propre de l'entreprise visent à traiter les impacts matériels,Comment la participation à des initiatives sectorielles ou multipartites et l'implication propre de votre entreprise visent-elles à traiter les impacts matériels ?,,narratif,
S2-4-AR36a,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",AR 36 a),,Divulgation de la manière dont les travailleurs de la chaîne de valeur et leurs représentants légitimes ou leurs représentants crédibles jouent un rôle dans les décisions concernant la conception et la mise en œuvre de programmes ou de processus,Comment les travailleurs de la chaîne de valeur et leurs représentants légitimes ou leurs représentants crédibles jouent-ils un rôle dans les décisions concernant la conception et la mise en œuvre de programmes ou de processus ?,,narratif,
S2-4-AR36b,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",AR 36 b),,Informations sur les résultats positifs escomptés ou atteints des programmes ou processus pour les travailleurs de la chaîne de valeur,Quels sont les résultats positifs escomptés ou atteints des programmes ou processus pour les travailleurs de la chaîne de valeur ?,,narratif,
S2-4-AR37,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",AR 37,,Les initiatives ou processus dont l'objectif principal est de générer des impacts positifs pour les travailleurs de la chaîne de valeur sont également conçus pour soutenir la réalisation d'un ou plusieurs Objectifs de Développement Durable,Les initiatives ou processus dont l'objectif principal est de générer des impacts positifs pour les travailleurs de la chaîne de valeur sont-ils également conçus pour soutenir la réalisation d'un ou plusieurs Objectifs de Développement Durable ?,,semi-narratif,
S2-4-AR44,S2,S2-4,"Actions concernant les incidences importantes sur les travailleurs de la chaîne de valeur, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les travailleurs de la chaîne de valeur, et efficacité de ces actions",AR 44,,Description des fonctions internes impliquées dans la gestion des impacts et des types d'actions prises par les fonctions internes pour traiter les impacts négatifs et promouvoir les impacts positifs,Quelles sont les fonctions internes impliquées dans la gestion des impacts et quels types d'actions ces fonctions prennent-elles pour traiter les impacts négatifs et promouvoir les impacts positifs ?,,narratif,
S2-5-42a,S2,S2-5,"Cibles liées à la gestion des incidences négatives importantes, à la promotion des incidences positives et à la gestion des risques et opportunités importants",42 a ,,"Divulgation de la manière dont les travailleurs de la chaîne de valeur, leurs représentants légitimes ou leurs représentants crédibles ont été directement impliqués dans la définition des objectifs","Comment les travailleurs de la chaîne de valeur, leurs représentants légitimes ou leurs représentants crédibles ont-ils été directement impliqués dans la définition des objectifs ?",,narratif,
S2-5-42b,S2,S2-5,"Cibles liées à la gestion des incidences négatives importantes, à la promotion des incidences positives et à la gestion des risques et opportunités importants",42 b,,"Divulgation de la manière dont les travailleurs de la chaîne de valeur, leurs représentants légitimes ou leurs représentants crédibles ont été directement impliqués dans le suivi de la performance par rapport aux objectifs","Comment les travailleurs de la chaîne de valeur, leurs représentants légitimes ou leurs représentants crédibles ont-ils été directement impliqués dans le suivi de la performance par rapport aux objectifs ?",,narratif,
S2-5-42c,S2,S2-5,"Cibles liées à la gestion des incidences négatives importantes, à la promotion des incidences positives et à la gestion des risques et opportunités importants",42 c,,"Divulgation de la manière dont les travailleurs de la chaîne de valeur, leurs représentants légitimes ou leurs représentants crédibles ont été directement impliqués dans l'identification des leçons ou des améliorations à la suite de la performance de l'entreprise","Comment les travailleurs de la chaîne de valeur, leurs représentants légitimes ou leurs représentants crédibles ont-ils été directement impliqués dans l'identification des leçons ou des améliorations à la suite de la performance de votre entreprise ?",,narratif,
S2-5-AR45a,S2,S2-5,"Cibles liées à la gestion des incidences négatives importantes, à la promotion des incidences positives et à la gestion des risques et opportunités importants",AR 45 a,,Divulgation des résultats escomptés à atteindre dans la vie des travailleurs de la chaîne de valeur,Quels sont les résultats escomptés à atteindre dans la vie des travailleurs de la chaîne de valeur ?,,narratif,
S2-5-AR45b,S2,S2-5,"Cibles liées à la gestion des incidences négatives importantes, à la promotion des incidences positives et à la gestion des risques et opportunités importants",AR 45 b,,Informations sur la stabilité dans le temps de l'objectif en termes de définitions et de méthodologies pour permettre la comparabilité,Quelles informations pouvez-vous fournir sur la stabilité dans le temps de l'objectif en termes de définitions et de méthodologies pour permettre la comparabilité ?,,narratif,
S2-5-AR45c,S2,S2-5,"Cibles liées à la gestion des incidences négatives importantes, à la promotion des incidences positives et à la gestion des risques et opportunités importants",AR 45 c,,Divulgation des références aux normes ou engagements sur lesquels l'objectif est basé,Quelles sont les références aux normes ou engagements sur lesquels l'objectif est basé ?,,narratif,
S3-SBM3-9,S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",9,AR 5- AR 6 ,Toutes les communautés affectées qui peuvent être matériellement impactées par l'entreprise sont incluses dans le champ de divulgation selon l'ESRS 2,Toutes les communautés affectées qui peuvent être matériellement impactées par votre entreprise sont-elles incluses dans le champ de divulgation selon l'ESRS 2 ?,,semi-narratif,
S3-SBM3-9a,S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",9 a),AR 7,Description des types de communautés affectées soumises à des impacts matériels,Pouvez-vous décrire les types de communautés affectées soumises à des impacts matériels dans votre entreprise ?,,narratif,
"S3-SBM3-9ai,iv",S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",9 a i)-iv),AR 7,Types de communautés soumises à des impacts matériels par les opérations propres ou à travers la chaîne de valeur,Quels types de communautés sont soumis à des impacts matériels par vos opérations propres ou à travers la chaîne de valeur ?,,semi-narratif,
S3-SBM3-9b,S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",9 b,,Occurrence d'impacts négatifs matériels (communautés affectées),Pouvez-vous fournir des informations sur l'occurrence d'impacts négatifs matériels affectant les communautés ?,,semi-narratif,Conditionnel
S3-SBM3-9c,S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",9 c,,Description des activités qui entraînent des impacts positifs et types de communautés affectées qui sont ou pourraient être positivement affectées,Quelles sont les activités qui entraînent des impacts positifs et quels types de communautés affectées sont ou pourraient être positivement affectées ?,,narratif,Conditionnel
S3-SBM3-9d,S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",9 d,,Description des risques et opportunités matériels découlant des impacts et dépendances sur les communautés affectées,Pouvez-vous décrire les risques et opportunités matériels découlant des impacts et des dépendances sur les communautés affectées ?,,narratif,
S3-SBM3-10,S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",10,,"Divulgation de si et comment l'entreprise a développé une compréhension de la manière dont les communautés affectées présentant des caractéristiques particulières ou vivant dans des contextes particuliers, ou effectuant des activités particulières peuvent être plus à risque de subir des préjudices","Votre entreprise a-t-elle développé une compréhension de la manière dont les communautés affectées présentant des caractéristiques particulières ou vivant dans des contextes particuliers, ou effectuant des activités particulières peuvent être plus à risque de subir des préjudices ? Si oui, comment ?",,narratif,
S3-SBM3-11,S3,SBM-3,"Incidences, risques et opportunités importants et interaction avec la stratégie et le modèle économique ",11,AR 8,Divulgation des risques et opportunités matériels découlant des impacts et dépendances sur les communautés affectées qui sont des impacts sur des groupes spécifiques,Quels sont les risques et opportunités matériels découlant des impacts et des dépendances sur les communautés affectées qui affectent des groupes spécifiques ?,,narratif,
S3-1-15,S3,S3-1,Politiques relatives aux communautés touchées,15,,Divulgation de toute disposition politique particulière pour prévenir et traiter les impacts sur les peuples autochtones,Y a-t-il des dispositions politiques particulières pour prévenir et traiter les impacts sur les peuples autochtones dans votre entreprise ?,,narratif,
S3-1-16,S3,S3-1,Politiques relatives aux communautés touchées,16,,Description des engagements politiques pertinents en matière de droits de l'homme pour les communautés affectées,Quels sont les engagements politiques pertinents en matière de droits de l'homme pour les communautés affectées dans votre entreprise ?,,narratif,
S3-1-16a,S3,S3-1,Politiques relatives aux communautés touchées,16 a,,"Divulgation de l'approche générale en matière de respect des droits de l'homme des communautés, et spécifiquement des peuples autochtones","Quelle est l'approche générale de votre entreprise en matière de respect des droits de l'homme des communautés, et spécifiquement des peuples autochtones ?",,narratif,
S3-1-16b,S3,S3-1,Politiques relatives aux communautés touchées,16 b,,Divulgation de l'approche générale en matière d'engagement avec les communautés affectées,Quelle est l'approche générale de votre entreprise en matière d'engagement avec les communautés affectées ?,,narratif,
S3-1-16c,S3,S3-1,Politiques relatives aux communautés touchées,16 c,,Divulgation de l'approche générale en matière de mesures pour fournir et/ou permettre des recours pour les impacts sur les droits de l'homme,Quelle est l'approche générale de votre entreprise en matière de mesures pour fournir et/ou permettre des recours pour les impacts sur les droits de l'homme ?,,narratif,
S3-1-17-1,S3,S3-1,Politiques relatives aux communautés touchées,17,AR 10,Divulgation de si et comment les politiques sont alignées avec les instruments internationaux pertinents reconnus,"Les politiques de votre entreprise sont-elles alignées avec les instruments internationaux pertinents reconnus ? Si oui, comment ?",,narratif,
S3-1-17-2,S3,S3-1,Politiques relatives aux communautés touchées,17,,"Divulgation de l'étendue et de la nature des cas de non-respect des Principes directeurs des Nations Unies sur les entreprises et les droits de l'homme, de la Déclaration de l'OIT sur les principes et droits fondamentaux au travail ou des Lignes directrices de l'OCDE pour les entreprises multinationales qui impliquent des communautés affectées","Pouvez-vous divulguer l'étendue et la nature des cas de non-respect des Principes directeurs des Nations Unies sur les entreprises et les droits de l'homme, de la Déclaration de l'OIT sur les principes et droits fondamentaux au travail ou des Lignes directrices de l'OCDE pour les entreprises multinationales impliquant les communautés affectées ?",,narratif,
S3-1-AR9,S3,S3-1,Politiques relatives aux communautés touchées,AR 9,,Divulgation des explications des changements significatifs apportés aux politiques adoptées au cours de l'année de reporting,Pouvez-vous expliquer les changements significatifs apportés aux politiques adoptées au cours de l'année de reporting ?,,narratif,
S1-1-AR11,S1,S3-1,Politiques relatives aux communautés touchées,AR 11,,"Divulgation d'une illustration des types de communication de ses politiques aux individus, groupes d'individus ou entités pour lesquels elles sont pertinentes","Pouvez-vous illustrer les types de communication de vos politiques aux individus, groupes d'individus ou entités pour lesquels elles sont pertinentes ?",,narratif,
S3-2-21,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,21,AR 16,Divulgation de la manière dont les perspectives des communautés affectées informent les décisions ou les activités visant à gérer les impacts réels et potentiels,Comment les perspectives des communautés affectées informent-elles les décisions ou les activités visant à gérer les impacts réels et potentiels dans votre entreprise ?,,narratif,
S3-2-21a,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,21 a,,"L'engagement a lieu avec les communautés affectées ou leurs représentants légitimes directement, ou avec des représentants crédibles",L'engagement avec les communautés affectées ou leurs représentants légitimes a-t-il lieu directement ou avec des représentants crédibles ?,,semi-narratif,Conditionnel
S3-2-21b,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,21 b,AR 15,"Divulgation de l'étape à laquelle l'engagement a lieu, du type d'engagement et de la fréquence de l'engagement","À quelle étape l'engagement a-t-il lieu, quel type d'engagement et quelle est la fréquence de l'engagement ?",,narratif,Conditionnel
S3-2-21c,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,21 c,AR 14-15,Divulgation de la fonction et du rôle le plus élevé au sein de l'entreprise qui a la responsabilité opérationnelle de s'assurer que l'engagement a lieu et que les résultats informent l'approche de l'entreprise,Quelle est la fonction et le rôle le plus élevé au sein de votre entreprise ayant la responsabilité opérationnelle de s'assurer que l'engagement a lieu et que les résultats informent l'approche de l'entreprise ?,,narratif,Conditionnel
S3-2-21d,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,21 d,,Divulgation de la manière dont l'entreprise évalue l'efficacité de son engagement avec les communautés affectées,Comment l'efficacité de l'engagement avec les communautés affectées est-elle évaluée dans votre entreprise ?,,narratif,Conditionnel
S3-2-22,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,22,,Divulgation des mesures prises pour obtenir des perspectives des communautés affectées qui peuvent être particulièrement vulnérables aux impacts et/ou marginalisées,Quelles mesures sont prises pour obtenir des perspectives des communautés affectées qui peuvent être particulièrement vulnérables aux impacts et/ou marginalisées ?,,narratif,Conditionnel
S3-2-23,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,23,AR 13,Divulgation de la manière dont l'entreprise prend en compte et garantit le respect des droits particuliers des peuples autochtones dans son approche d'engagement avec les parties prenantes,Comment votre entreprise prend-elle en compte et garantit-elle le respect des droits particuliers des peuples autochtones dans son approche d'engagement avec les parties prenantes ?,,narratif,Conditionnel
S3-2-24-1,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,24,,Déclaration en cas d'absence d'adoption d'un processus général pour engager les communautés affectées,Déclarez-vous en cas d'absence d'adoption d'un processus général pour engager les communautés affectées ?,,narratif,Conditionnel
S3-2-24-2,S3,S3-2,Processus d'interaction au sujet des incidences avec les communautés touchées ,24,,Divulgation du calendrier d'adoption d'un processus général pour engager les communautés affectées en cas d'absence de processus général pour l'engagement,Quel est le calendrier d'adoption d'un processus général pour engager les communautés affectées en cas d'absence de processus général pour l'engagement dans votre entreprise ?,,narratif,Conditionnel
S3-3-27a,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,27 a ,"AR 17, AR 22",Divulgation de l'approche générale et des processus pour fournir ou contribuer à un recours lorsque l'entreprise a identifié qu'elle est liée à un impact négatif matériel sur les communautés affectées,Quelle est l'approche générale et quels sont les processus pour fournir ou contribuer à un recours lorsque votre entreprise a identifié qu'elle est liée à un impact négatif matériel sur les communautés affectées ?,,narratif,
S3-3-27b,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,27 b ,AR 18,Divulgation des canaux spécifiques en place pour que les communautés affectées puissent exprimer directement leurs préoccupations ou leurs besoins à l'entreprise et les faire adresser,Quels canaux spécifiques sont en place pour que les communautés affectées puissent exprimer directement leurs préoccupations ou leurs besoins à votre entreprise et les faire adresser ?,,narratif,
S3-3-27c,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,27 c ,,Divulgation des processus par lesquels l'entreprise soutient ou exige la disponibilité de canaux,Quels sont les processus par lesquels votre entreprise soutient ou exige la disponibilité de canaux pour les communautés affectées ?,,narratif,
S3-3-27d,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,27 d ,AR 24,Divulgation de la manière dont les problèmes soulevés et traités sont suivis et surveillés et de la manière dont l'efficacité des canaux est assurée,Comment les problèmes soulevés et traités sont-ils suivis et surveillés et comment l'efficacité des canaux est-elle assurée dans votre entreprise ?,,narratif,
S3-3-28-1,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,28,AR 23,Divulgation de la manière dont il est évalué que les communautés affectées sont conscientes des structures ou processus pour exprimer leurs préoccupations ou besoins et leur font confiance,Comment évaluez-vous que les communautés affectées sont conscientes des structures ou processus pour exprimer leurs préoccupations ou besoins et leur font confiance ?,,narratif,
S3-3-28-2,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,28,,Des politiques de protection contre les représailles pour les personnes qui utilisent les canaux pour exprimer des préoccupations ou des besoins sont en place,Votre entreprise a-t-elle des politiques de protection contre les représailles pour les personnes qui utilisent les canaux pour exprimer des préoccupations ou des besoins ?,,semi-narratif,
S3-3-29-1,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,29,,Déclaration en cas d'absence d'adoption d'un processus général pour engager les communautés affectées,Déclarez-vous en cas d'absence d'adoption d'un processus général pour engager les communautés affectées ?,,narratif,Conditionnel
S3-3-29-2,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,29,,Divulgation du calendrier pour la mise en place d'un canal ou de processus pour exprimer des préoccupations,Quel est le calendrier pour la mise en place d'un canal ou de processus pour exprimer des préoccupations dans votre entreprise ?,,narratif,Conditionnel
S3-3-AR19,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,AR 19,,Divulgation de si et comment les communautés affectées peuvent accéder aux canaux au niveau de l'entreprise qui les affecte,Les communautés affectées peuvent-elles accéder aux canaux au niveau de votre entreprise qui les affecte ?,,narratif,
S3-3-AR20,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,AR 20,,Les mécanismes tiers sont accessibles à toutes les communautés affectées,Les mécanismes tiers sont-ils accessibles à toutes les communautés affectées ?,,semi-narratif,
S3-3-AR21-1,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,AR 21,,Les griefs sont traités de manière confidentielle et dans le respect des droits à la vie privée et à la protection des données,Comment les griefs sont-ils traités de manière confidentielle et dans le respect des droits à la vie privée et à la protection des données dans votre entreprise ?,,semi-narratif,
S3-3-AR21-2,S3,S3-3,Procédures visant à remédier aux incidences négatives et canaux permettant aux communautés touchées de faire part de leurs préoccupations ,AR 21,,Les communautés affectées sont autorisées à utiliser anonymement les canaux pour exprimer des préoccupations ou des besoins,Les communautés affectées sont-elles autorisées à utiliser anonymement les canaux pour exprimer des préoccupations ou des besoins dans votre entreprise ?,,semi-narratif,
S3-4-32a,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",32 a ,"AR 28-29, AR 36","Description des actions prises, planifiées ou en cours pour prévenir, atténuer ou remédier aux impacts négatifs matériels sur les communautés affectées","Pouvez-vous décrire les actions prises, planifiées ou en cours pour prévenir, atténuer ou remédier aux impacts négatifs matériels sur les communautés affectées ?",,narratif,
S3-4-32b,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",32 b,,Description de si et comment l'entreprise a pris des mesures pour fournir ou permettre un recours en relation avec un impact matériel réel,"Votre entreprise a-t-elle pris des mesures pour fournir ou permettre un recours en relation avec un impact matériel réel ? Si oui, comment ?",,narratif,
S3-4-32c,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",32 c,AR 37,Description des initiatives ou processus supplémentaires ayant pour objectif principal de générer des impacts positifs pour les communautés affectées,Pouvez-vous décrire les initiatives ou processus supplémentaires ayant pour objectif principal de générer des impacts positifs pour les communautés affectées ?,,narratif,
S3-4-32d,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",32 d,AR 31- AR 33,Description de la manière dont l'efficacité des actions ou des initiatives pour obtenir des résultats pour les communautés affectées est suivie et évaluée,Comment l'efficacité des actions ou des initiatives pour obtenir des résultats pour les communautés affectées est-elle suivie et évaluée dans votre entreprise ?,,narratif,
S3-4-33a,S3,S3-4,"Actions concernant les incidences importantes sur les communautés touchées, approches visant à gérer les risques importants et à saisir les opportunités importantes concernant les communautés touchées, et efficacité de ces actions ",33 a,AR 26,Description des processus pour identifier les actions nécessaires et appropriées en réponse à un impact matériel réel ou potentiel sur les communautés affectées,Quels sont les processus pour identifier les actions nécessaires et appropriées en réponse à un impact matériel réel ou potentiel sur les communautés affectées ?,,narratif,
